##############################################
Prim Heuristic Solution:
(311356,29,29,0.0)
(311356,38,28,0.0)
(311356,42,26,0.0)
(311356,99,9,0.0)
(311356,85,28,0.0)
(311356,44,15,0.0)
(311356,72,7,0.0)
(311356,32,17,0.0)
(311356,39,24,0.0)
Zero Solution:
(311356,42,26,0.0)
(311356,39,24,0.0)
(311356,72,7,0.0)
(311356,85,28,0.0)
(311356,99,9,0.0)
(311356,44,15,0.0)
(311356,38,28,0.0)
(311356,32,17,0.0)
(311356,29,29,0.0)
(311356,90,26,0.0)

Zero Solution:
(311356,42,26,0.0)
(311356,39,24,0.0)
(311356,72,7,0.0)
(311356,85,28,0.0)
(311356,99,9,0.0)
(311356,38,28,0.0)
(311356,44,15,0.0)
(311356,32,17,0.0)
(311356,29,29,0.0)
(311356,90,26,0.0)

Zero Solution:
(311356,39,24,0.0)
(311356,42,26,0.0)
(311356,72,7,0.0)
(311356,85,28,0.0)
(311356,99,9,0.0)
(311356,44,15,0.0)
(311356,38,28,0.0)
(311356,32,17,0.0)
(311356,29,29,0.0)
(311356,90,26,0.0)

Zero Solution:
(311356,39,24,0.0)
(311356,42,26,0.0)
(311356,72,7,0.0)
(311356,85,28,0.0)
(311356,99,9,0.0)
(311356,38,28,0.0)
(311356,44,15,0.0)
(311356,32,17,0.0)
(311356,29,29,0.0)
(311356,90,26,0.0)

Zero Solution:
(311356,90,26,0.0)
(311356,29,29,0.0)
(311356,32,17,0.0)
(311356,44,15,0.0)
(311356,38,28,0.0)
(311356,99,9,0.0)
(311356,85,28,0.0)
(311356,72,7,0.0)
(311356,42,26,0.0)
(311356,39,24,0.0)

Zero Solution:
(311356,90,26,0.0)
(311356,29,29,0.0)
(311356,32,17,0.0)
(311356,44,15,0.0)
(311356,38,28,0.0)
(311356,99,9,0.0)
(311356,85,28,0.0)
(311356,72,7,0.0)
(311356,39,24,0.0)
(311356,42,26,0.0)

Zero Solution:
(311356,90,26,0.0)
(311356,29,29,0.0)
(311356,32,17,0.0)
(311356,38,28,0.0)
(311356,44,15,0.0)
(311356,99,9,0.0)
(311356,85,28,0.0)
(311356,72,7,0.0)
(311356,42,26,0.0)
(311356,39,24,0.0)

Zero Solution:
(311356,90,26,0.0)
(311356,29,29,0.0)
(311356,32,17,0.0)
(311356,38,28,0.0)
(311356,44,15,0.0)
(311356,99,9,0.0)
(311356,85,28,0.0)
(311356,72,7,0.0)
(311356,39,24,0.0)
(311356,42,26,0.0)

##############################################
Prim Heuristic Solution:
(256681,20,27,0.0)
(256681,72,2,0.0)
(256681,59,14,0.0)
(256681,90,1,0.0)
(256681,93,4,0.0)
(256681,92,26,0.0)
(256681,87,2,0.0)
(256681,43,27,0.0)
(256681,17,6,0.0)
Zero Solution:
(256681,43,27,0.0)
(256681,92,26,0.0)
(256681,93,4,0.0)
(256681,87,2,0.0)
(256681,90,1,0.0)
(256681,59,14,0.0)
(256681,72,2,0.0)
(256681,56,22,0.0)
(256681,17,6,0.0)
(256681,20,27,0.0)

Zero Solution:
(256681,43,27,0.0)
(256681,92,26,0.0)
(256681,93,4,0.0)
(256681,87,2,0.0)
(256681,90,1,0.0)
(256681,59,14,0.0)
(256681,72,2,0.0)
(256681,56,22,0.0)
(256681,20,27,0.0)
(256681,17,6,0.0)

Zero Solution:
(256681,43,27,0.0)
(256681,90,1,0.0)
(256681,92,26,0.0)
(256681,93,4,0.0)
(256681,87,2,0.0)
(256681,59,14,0.0)
(256681,72,2,0.0)
(256681,56,22,0.0)
(256681,17,6,0.0)
(256681,20,27,0.0)

Zero Solution:
(256681,43,27,0.0)
(256681,90,1,0.0)
(256681,92,26,0.0)
(256681,93,4,0.0)
(256681,87,2,0.0)
(256681,59,14,0.0)
(256681,72,2,0.0)
(256681,56,22,0.0)
(256681,20,27,0.0)
(256681,17,6,0.0)

Zero Solution:
(256681,43,27,0.0)
(256681,17,6,0.0)
(256681,92,26,0.0)
(256681,93,4,0.0)
(256681,87,2,0.0)
(256681,90,1,0.0)
(256681,59,14,0.0)
(256681,72,2,0.0)
(256681,56,22,0.0)
(256681,20,27,0.0)

Zero Solution:
(256681,43,27,0.0)
(256681,17,6,0.0)
(256681,90,1,0.0)
(256681,92,26,0.0)
(256681,93,4,0.0)
(256681,87,2,0.0)
(256681,59,14,0.0)
(256681,72,2,0.0)
(256681,56,22,0.0)
(256681,20,27,0.0)

Zero Solution:
(256681,43,27,0.0)
(256681,72,2,0.0)
